Autor_x,Autor_y,Trabalhos_Juntos
GABRIEL M. YAZBECK,RAFAEL SACHETTO OLIVEIRA,1
GABRIEL M. YAZBECK,RAÍSSA C. D. GRACIANO,1
GABRIEL M. YAZBECK,ROSIANE P. SANTOS,1
GABRIEL MONTEIRO FERRACIOLI,MOISÉS ROCHA DOS SANTOS,1
GABRIEL P. OLIVEIRA,GABRIEL R. G. BARBOSA,1
GABRIEL P. OLIVEIRA,GISELE LOBO PAPPA,1
GABRIEL P. OLIVEIRA,HENRIQUE HOTT,1
GABRIEL P. OLIVEIRA,JULIANA E. BOTELHO,1
TULIO VIDAL ROLIM,VALÉRIA M. PEQUENO,1
TULIO VIDAL ROLIM,VANIA MARIA P. VIDAL,1
A. S. C. MELO,L. B. MARINHO,1
ADRIANA MEXICANO,LEANDRO BALBY,1
ADRIANA MEXICANO,MIGUEL ÁNGEL HIDALGO,1
GABRIEL P. VEZONO,JEAN R. PONCIANO,1
GABRIEL R. G. BARBOSA,JULIANA E. BOTELHO,1
GABRIEL R. G. BARBOSA,MARIANA O. SILVA,1
GABRIEL R. G. BARBOSA,MIRELLA M. MORO,1
GABRIEL SANSIGOLO,GILBERTO R. DE QUEIROZ,1
GABRIEL SANSIGOLO,KARINE R. FERREIRA,1
GABRIEL SANSIGOLO,LUIS FERLA,1
GABRIEL SANSIGOLO,NANDAMUDI L. VIJAYKUMAR,1
GABRIEL SANSIGOLO,RODRIGO M. MARIANO,1
GABRIEL SILVA GONÇALVES,MARCOS ANDRÉ GONÇALVES,1
GABRIEL SILVA GONÇALVES,MOISÉS G DE CARVALHO,1
GABRIEL SPADON,JOSE F. RODRIGUES-JR,1
GABRIEL SPADON,LUCAS C. SCABORA,1
GABRIEL SPADON,PAULO H. OLIVEIRA,1
GABRIEL TEXEIRA,MARCELO GANEM,1
GABRIEL TEXEIRA,MARCOS CARVALHO,1
GABRIEL V. DE PIERRO,LÚCIO F. D. SANTOS,1
GABRIEL V. DE PIERRO,MÔNICA R. P. FERREIRA,1
GABRIEL V. DE PIERRO,WILLIAN DENER DE OLIVEIRA,1
GEAN T. PEREIRA,RICARDO CERRI,1
GENEVIÈVE JOMIER,JOÃO SÁVIO C. LONGO,1
GENEVIÈVE JOMIER,MICHEL ZAM,1
GEOMAR ANDRÉ SCHREINER,RONALDO DOS SANTOS MELLO,1
GEOMAR ANDRÉ SCHREINER,TARLIS TORTELLI PORTELA,1
GEOMAR ANDRÉ SCHREINER,VANESSA LAGO MACHADO,1
GEORGE DARMITON DA CUNHA CAVALCANTI,ING REN TSANG,1
GEORGE DARMITON DA CUNHA CAVALCANTI,MARIA APARECIDA AMORIM SIBALDO,1
GEORGE DARMITON DA CUNHA CAVALCANTI,TIAGO BUARQUE ASSUNÇÃO DE CARVALHO,1
GEORGE ROUMELIS,MICHAEL VASSILAKOPOULOS,1
GEORGE ROUMELIS,RICARDO RODRIGUES CIFERRI,1
GEOVANE C. MAGALHÂES,MARIA CECILIA C. BARANAUSKAS,1
GEOVANE C. MAGALHÂES,NEUCIMAR A. LEITE,1
GEOVANE C. MAGALHÂES,RICARDO DA S. TORRES,1
GERDA CRISTAL VILLALBA SILVA,MARIANA RECAMONDE-MENDOZA,1
GERDA CRISTAL VILLALBA SILVA,OTÁVIO VON AMELN LOVISON,1
GERDA CRISTAL VILLALBA SILVA,RAFAELA RAMALHO GUERRA,1
GERDA CRISTAL VILLALBA SILVA,THAYNE WOYCINCK KOWALSKI,1
GERDA CRISTAL VILLALBA SILVA,URSULA MATTE,1
GERHARD WOHLGENANNT,MARTA SABOU,1
GERSON SUNYÉ,JORGE AUGUSTO MEIRA,1
GERSON SUNYÉ,PATRICK VALDURIEZ,1
GERSON SUNYÉ,YVES LE TRAON,1
GIANCARLO GUIZZARDI,PAULO C. BARBOSA FERNANDES,1
GIANCARLO GUIZZARDI,RENATA S.S. GUIZZARDI,1
GIANCARLO GUIZZARDI,RICARDO DE ALMEIDA FALBO,1
GIANCARLO LUCCA,JUAN ANDREY VALVERDE MALSKA,1
GIANCARLO LUCCA,PAULO JUNIOR RAMIRO,1
GIANCARLO LUCCA,RAFAEL ALCESTE BERRI,1
GIANCARLO LUCCA,VIVIANE LEITE DIAS DE MATTOS,1
GILBERTO FERREIRA DA SILVA,MILENA MAGALHÃES,1
GILBERTO FERREIRA DA SILVA,NICOLAS CARELS,1
GILBERTO R. DE QUEIROZ,KARINE R. FERREIRA,1
GILBERTO R. DE QUEIROZ,LUIS FERLA,1
GILBERTO R. DE QUEIROZ,NANDAMUDI L. VIJAYKUMAR,1
GILBERTO R. DE QUEIROZ,RODRIGO M. MARIANO,1
GIORDANNO BRUNNO BERGAMINI GOMES,ROMIS ATTUX,1
GISELE LOBO PAPPA,HENDRICKSON REITER LANGBEHN,1
GISELE LOBO PAPPA,JOÃO PALOTTI,1
GISELE LOBO PAPPA,JUSSARA MARQUES ALMEIDA,1
GISELE LOBO PAPPA,LEONARDO ROCHA,1
GISELE LOBO PAPPA,LUCAS CUNHA,1
ADRIANE FEIJÓ EVANGELISTA,ALFREDO GUILHERME SOUZA,1
GISELE LOBO PAPPA,MARIANA O. SILVA,1
GISELE LOBO PAPPA,MICHELE A. BRANDÃO,1
GISELE LOBO PAPPA,NIVIO ZIVIANI,1
GISELE LOBO PAPPA,SAULO M. R. RICCI,1
GISELE LOBO PAPPA,THALES F. COSTA,1
ADRIANE FEIJÓ EVANGELISTA,CYNTHIA DE OLIVEIRA LAGE FERREIRA,1
ADRIANE FEIJÓ EVANGELISTA,JORGE FRANCISCO CUTIGI,1
GISELE STRIEDER PHILIPPSEN,MARIA APARECIDA FERNANDEZ,1
GLÓRIA DE FÁTIMA B. LIMA,MARCELO IURY S. OLIVEIRA,1
GORDANA PAVLOVIĆ-LAŽETIĆ,JELENA GRAOVAC,1
GORDANA PAVLOVIĆ-LAŽETIĆ,JOVANA KOVAČEVIĆ,1
GRETTEL M. GARCIA,LUIZ ANDRÉ P. PAES LEME,1
GRETTEL M. GARCIA,MARCO ANTONIO CASANOVA,1
GRETTEL M. GARCIA,MELISSA LEMOS,1
GRETTEL M. GARCIA,YENIER TORRES IZQUIERDO,1
GUIDO L. DE S. FILHO,LEONARDO A. DOMINGUES,1
GUIDO L. DE S. FILHO,TIAGO M. U. DE ARAÚJO,1
GUILHERME A. SOUSA,MICHELE A. BRANDÃO,1
GUILHERME A. SOUSA,MIRELLA M. MORO,1
GUILHERME A. SOUSA,NATÉRCIA A. BATISTA,1
GUILHERME ALVES,KLÉRISSON V. R. PAIXÃO,1
GUILHERME ALVES,MARCOS L. P. BUENO,1
GUILHERME ALVES,NÁDIA FÉLIX F. DA SILVA,1
GUILHERME ALVES,PHILIPPE PREUX,1
ADRIANE FEIJÓ EVANGELISTA,PAULO HENRIQUE RIBEIRO,1
GUILHERME C. M. GOMES,JUSSARA MARQUES ALMEIDA,1
GUILHERME C. M. GOMES,MARCOS ANDRÉ GONÇALVES,1
GUILHERME C. M. GOMES,VITOR C. OLIVEIRA,1
GUILHERME C. PENA,MARCUS VINÍCIUS ALVIM ANDRADE,1
GUILHERME C. PENA,SALLES V. G. MAGALHÃES,1
GUILHERME C. PENA,W. R. FRANKLIN,1
GUILHERME F. ZABOT,LUCAS C. SCABORA,1
GUILHERME F. ZABOT,MARCO A. GUTIERREZ,1
GUILHERME F. ZABOT,MIRELA TEIXEIRA CAZZOLATO,1
GUILHERME FIGUEIREDO,MARTA MATTOSO,1
GUILHERME FIGUEIREDO,VANESSA BRAGANHOLO,1
GUILHERME OLIVEIRA CAMPOS,WAGNER MEIRA JR.,1
GUILHERME SALES FERNANDES,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
GUILHERME SALES FERNANDES,LÍVIA ALMADA CRUZ,1
GUILHERME SALES FERNANDES,MATHEUS XAVIER SAMPAIO,1
GUILHERME SALES FERNANDES,REGIS PIRES MAGALHÃES,1
GUILHERME SALES FERNANDES,TICIANA LINHARES COELHO DA SILVA,1
GUILHERME SÉRGIO DE OLIVEIRA,RICARDO V. FERREIRA,1
GUILHERME TAVARES DE ASSIS,LUCIANO VILAS BOAS ESPERIDIÃO,1
GUILHERME TAVARES DE ASSIS,MARCOS ANDRÉ GONÇALVES,1
GUILLHERME DAL BIANCO,IVAIR PUERARI,1
GUILLHERME DAL BIANCO,JOÃO MARCOS CAMPAGNOLO,1
GUILLHERME DAL BIANCO,JULYANE FELIPETTE LIMA,1
GUSTAVO CAMPOS,JOSÉ MARIA MONTEIRO,1
GUSTAVO CAMPOS,PEDRO HOLANDA,1
GUSTAVO CAMPOS,SÉRGIO LIFSCHITZ,1
GUSTAVO COUTINHO,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
GUSTAVO COUTINHO,PAULO T. GUERRA,1
GUSTAVO COUTINHO,REGIS PIRES MAGALHÃES,1
GUSTAVO COUTINHO,SIMONE D. J. BARBOSA,1
GUSTAVO COUTINHO,TICIANA LINHARES COELHO DA SILVA,1
GUSTAVO CRUZ,PATRÍCIA MAIA,1
GUSTAVO CRUZ,WAGNER MEIRA JR.,1
GUSTAVO MULLER,ISABEL ROSSETI,1
GUSTAVO MULLER,MAICON BANNI,1
GUSTAVO MULLER,MARCOS LAGE,1
GUSTAVO MULLER,WAGNER SANTOS,1
GUSTAVO MULLER,YURI FROTA,1
GUSTAVO P. TORQUETTE,PEDRO Y. A. PAIVA,1
GUSTAVO P. TORQUETTE,VICTOR S. NUNES,1
H. M. GOMES,L. B. MARINHO,1
H. M. GOMES,M. C. DE FARIAS,1
H. M. GOMES,P. SILVEIRA,1
H. M. GOMES,W. F. MAGALHÃES,1
HARLEY MICHEL WAGNER,LEONARDO ANDRADE RIBEIRO,1
HARLEY MICHEL WAGNER,NATÁLIA CRISTINA SCHNEIDER,1
HENDRICKSON REITER LANGBEHN,JUSSARA MARQUES ALMEIDA,1
HENDRICKSON REITER LANGBEHN,MARCOS ANDRÉ GONÇALVES,1
HENDRICKSON REITER LANGBEHN,SAULO M. R. RICCI,1
HENRIQUE HOTT,LARISSA D. GOMIDE,1
HENRIQUE HOTT,LUCAS L. COSTA,1
HENRIQUE HOTT,MARIANA O. SILVA,1
HENRIQUE HOTT,MICHELE A. BRANDÃO,1
HERMANO L. S. LUSTOSA,PATRICK VALDURIEZ,1
HERVÉ MARTIN,ROSSANA M. C. ANDRADE,1
HERVÉ MARTIN,TALES P. NOGUEIRA,1
HILTON LUIS FERRAZ DA SILVEIRA,ROBERTA  AVERNA VALENTE,1
HOLGER SCHWARZ,PETER REIMANN,1
HUGO B. DE PAULA,RICARDO C. SPERANDIO,1
HUGO B. DE PAULA,SILVIO J.F. GUIMARÃES,1
HUGO B. DE PAULA,ZENILTON K.G. PATROCÍNIO JR.,1
ADRIANE FEIJÓ EVANGELISTA,RODRIGO HENRIQUE RAMOS,1
HUMBERTO L. RAZENTE,MARIA CAMILA N. BARIONI,1
HUMBERTO L. RAZENTE,MATEUS C. DE LIMA,1
HUMBERTO M. ALMEIDA,MARCOS ANDRÉ GONÇALVES,1
HUMBERTO M. ALMEIDA,OTÁVIO D. A. ALCÂNTARA,1
HUMBERTO M. ALMEIDA,RICARDO BAEZA-YATES,1
HUMBERTO MOSSRI,MARCOS ANDRÉ GONÇALVES,1
HUMBERTO MOSSRI,WAGNER MEIRA JR.,1
HÉLIO ALMEIDA,MOHAMMED J. ZAKI,1
HÉLIO ALMEIDA,WAGNER MEIRA JR.,1
I. J. REIS FILHO,P. DO CARMO,1
I. J. REIS FILHO,R. MARCACINI,1
IAGO C. CHAVES,JAVAM C. MACHADO,1
IAGO C. CHAVES,MARIA DE LOURDES M. SILVA,1
IBSEN MATEUS BITTENCOURT,RAFAEL FERREIRA MELLO,1
ICARO M. MIRANDA,LUÍS P. F. GARCIA,1
IEDA  DEL'ARCO SANCHES,KLEBER  TRABAQUINI,1
IEDA  DEL'ARCO SANCHES,MICHEL  EUSTÁQUIO DANTAS CHAVES,1
IEDA  DEL'ARCO SANCHES,VICTOR HUGO  ROHDEN PRUDENTE,1
IGOR MARQUES,ISADORA SALLES,1
IGOR MARQUES,JOÃO M. M. COUTO,1
IGOR MARQUES,JULIO C. S. REIS,1
IGOR MARQUES,JUSSARA MARQUES ALMEIDA,1
IGOR MARQUES,SAMUEL ASSIS,1
ILAN S. G. DE FIGUEIREDO,LARISSA R. TEIXEIRA,1
ILAN S. G. DE FIGUEIREDO,ROBSON LEONARDO FERREIRA CORDEIRO,1
ILAN S. G. DE FIGUEIREDO,WILLIAM ZANIBONI SILVA,1
ILIA PETROV,ROBERT GOTTSTEIN,1
ILIA PETROV,TODOR IVANOV,1
ILYAS GRANDGUILLAUME,RAUNI BORGES MARQUES,1
ILYAS GRANDGUILLAUME,SERGIO A. POVEDA-CUEVAS,1
ING REN TSANG,MARIA APARECIDA AMORIM SIBALDO,1
ING REN TSANG,TIAGO BUARQUE ASSUNÇÃO DE CARVALHO,1
IRES DIAS,LÚCIO F. D. SANTOS,1
IRES DIAS,MÔNICA R. P. FERREIRA,1
IRES DIAS,RICHARD CHBEIR,1
ISAAC DE LIMA OLIVEIRA FILHO,MARCELINO PEREIRA DOS SANTOS SILVA,1
ISAAC DE LIMA OLIVEIRA FILHO,MARIA ADRIANA FERREIRA DA SILVA,1
ISABEL C. ITALIANO,JOÃO EDUARDO FERREIRA,1
ISABEL C. ITALIANO,KELLY R. BRAGHETTO,1
ISABEL C. ITALIANO,LUCIANO V. ARAÚJO,1
ISABEL C. ITALIANO,MÁRCIO K. OIKAWA,1
ISABEL C. ITALIANO,PEDRO L. TAKECIAN,1
ISABEL ROSSETI,JOÃO VITOR MORAES,1
ADRIANO ARANTES PATERLINI,ANA PAULA APPEL,1
ISABEL ROSSETI,MARCOS LAGE,1
ISABEL ROSSETI,MARIA LUIZA FALCI,1
ISABEL ROSSETI,WAGNER SANTOS,1
ISABEL ROSSETI,YURI FROTA,1
ISABELA SIQUEIRA,LILIANE KUNSTMANN,1
ISABELA SIQUEIRA,MARTA MATTOSO,1
ISABELLA MIKA TANINAKA,KEIKO FONSECA,1
ISABELLA MIKA TANINAKA,LUIZ GOMES-JR,1
ISABELLA MIKA TANINAKA,MARCELO ROSA,1
ISADORA SALLES,JOÃO M. M. COUTO,1
ISADORA SALLES,JULIO C. S. REIS,1
ISADORA SALLES,JUSSARA MARQUES ALMEIDA,1
ISADORA SALLES,SAMUEL ASSIS,1
ISIS C. O. S. FOGAÇA,RENATO BUENO,1
ISRAEL GUERRA,JOÃO FOSCARINI,1
ISRAEL GUERRA,LOÏC CERF,1
ISRAEL GUERRA,MICHEL BOAVENTURA,1
ISRAEL GUERRA,WAGNER MEIRA JR.,1
ITALO C.  ABREU,JAVAM C. MACHADO,1
ITAMAR HATA,NIVIO ZIVIANI,1
IURY NUNES,JORDÃO ARAÚJO,1
IURY NUNES,LEANDRO BALBY MARINHO,1
IURY NUNES,THOMAS SANDHOLM,1
IVAIR PUERARI,JULYANE FELIPETTE LIMA,1
IVELIZE R. BERNARDO,MATHEUS SILVA MOTA,1
IVES R. V. POLA,LUIZ OLMES CARVALHO,1
IVES R. V. POLA,WILLIAN DENER DE OLIVEIRA,1
IVONE P. MATSUNO,RAFAEL G. ROSSI,1
IVONE P. MATSUNO,RICARDO MARCONDES MARCACINI,1
IVONE P. MATSUNO,SOLANGE O. REZENDE,1
J. A. O. PEDROSA,WAGNER MEIRA JR.,1
J. PALAZZO M. DE OLIVEIRA,LEANDRO K. WIVES,1
J. PALAZZO M. DE OLIVEIRA,LUCAS MIZUSAKI,1
J. PALAZZO M. DE OLIVEIRA,VIVIANE PEREIRA MOREIRA,1
J. R. A. CARDOZO,JAVAM C. MACHADO,1
J. R. A. CARDOZO,M. I. V. LIMA,1
J. R. A. CARDOZO,PAULO R. P. AMORA,1
JAELSON CASTRO,OSCAR PASTOR,1
JAELSON CASTRO,ROBSON  DO NASCIMENTO FIDALGO,1
JAELSON CASTRO,SERGIO ESPAÑA,1
JAILSON O. L. MAGALHAES,KLEBER D. M. SILVA,1
JAILSON O. L. MAGALHAES,LUIZ F. V. VERCOSA,1
JAILSON O. L. MAGALHAES,RODRIGO C. LIRA,1
JAILSON O. L. MAGALHAES,RODRIGO P. MONTEIRO,1
JAIMEL LIMA,JULIANA PIROVANI,1
JAMILE SANTOS DOS SANTOS,JONICE DE OLIVEIRA SAMPAIO,1
JAMILE SANTOS DOS SANTOS,JORGE ZAVALETA,1
JAMILE SANTOS DOS SANTOS,MARCUS VINICIUS FERREIRA GONÇALVES,1
JAMILE SANTOS DOS SANTOS,SÉRGIO MANUEL  SERRA DA CRUZ,1
JANAÍNA GUIGINSKI,JUAN F. GALINDO,1
JANAÍNA GUIGINSKI,LUANA PASSOS,1
JANAÍNA GUIGINSKI,PEDRO LOURES ALZAMORA,1
JANAÍNA GUIGINSKI,RAMON A. S. FRANCO,1
JANAÍNA GUIGINSKI,RAQUEL SCHNEIDER,1
JANAÍNA GUIGINSKI,TEREZA BERNARDES,1
JANIO LIMA,LAIS BARONI,1
JANIO LIMA,LUCIANA ESCOBAR,1
JANIO LIMA,PAULO PIRES,1
JANIO LIMA,REBECCA SALLES,1
ADRIANO ARANTES PATERLINI,MARIO A. NASCIMENTO,1
JAQUELINE B. CORREIA,KARIN BECKER,1
JAQUELINE B. CORREIA,MARA ABEL,1
JAQUELINE B. CORREIA,NICOLAU SANTOS,1
JAVAM C. MACHADO,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
ADRIANO C. M. PEREIRA,DIEGO CARVALHO,1
JAVAM C. MACHADO,JOSÉ S. COSTA FILHO,1
ADRIANO C. M. PEREIRA,FABRÍCIO BENEVENUTO,1
JAVAM C. MACHADO,M. I. V. LIMA,1
ADRIANO C. M. PEREIRA,FERNANDO MOURÃO,1
JAVAM C. MACHADO,MANUEL E. B. FILHO,1
JAVAM C. MACHADO,MARIA DE LOURDES M. SILVA,1
ADRIANO C. M. PEREIRA,JUSSARA MARQUES ALMEIDA,1
JAVAM C. MACHADO,RAFAEL AVILAR SÁ,1
JAVAM C. MACHADO,RENATO JAVIER M. MOGROVEJO,1
JAVAM C. MACHADO,SÉRGIO LIFSCHITZ,1
JAVIER GUILLOT JIMÉNEZ,LUIZ ANDRÉ P. PAES LEME,1
JAVIER GUILLOT JIMÉNEZ,MARCO ANTONIO CASANOVA,1
JAVIER GUILLOT JIMÉNEZ,YENIER TORRES IZQUIERDO,1
JAVIER ZAMBRANO FERREIRA,JOSIANE RODRIGUES,1
JAVIER ZAMBRANO FERREIRA,MARCO A. CRISTO,1
JEANCARLO C. LEÃO,PEDRO O. S. VAZ DE MELO,1
ADRIANO C. M. PEREIRA,LEONARDO ROCHA,1
JEFERSON NOBRE,RÉGIS EBELING,1
JEFERSON NOBRE,VANESSA SOUZA,1
JEFFERSON AMARÁ,MICHAEL BAUER,1
JEFFERSON AMARÁ,MÁRIO DANTAS,1
JEFFERSON AMARÁ,REGINA BRAGA,1
JEFFERSON AMARÁ,VICTOR STRÖELE,1
JEFFERSON B. SANTOS,MARCOS V. VILLAS,1
JEFFERSON B. SANTOS,MARIANA D. A. SALGUEIRO,1
JEFFERSON B. SANTOS,SÉRGIO LIFSCHITZ,1
JEFFERSON B. SANTOS,VERONICA DOS SANTOS,1
JELENA GRAOVAC,JOVANA KOVAČEVIĆ,1
JEZIEL C. MARINHO,RAFAEL T. ANCHIÊTA,1
JEZIEL C. MARINHO,RAIMUNDO S. MOURA,1
JOAQUÍN PÉREZ,LEANDRO BALBY,1
JOAQUÍN PÉREZ,MIGUEL ÁNGEL HIDALGO,1
ADRIANO C. M. PEREIRA,MARCOS ANDRÉ GONÇALVES,1
ADRIANO C. M. PEREIRA,NÍCOLLAS SILVA,1
JOHNNY MARCOS S. SOARES,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
JOHNNY MARCOS S. SOARES,LUCIANO BARBOSA,1
JOHNNY MARCOS S. SOARES,PAULO ANTONIO LEAL REGO,1
JOHNNY MARCOS S. SOARES,REGIS PIRES MAGALHÃES,1
JOHNY MOREIRA,LUCIANO BARBOSA,1
JONAS DIAS,JOÃO GONÇALVES,1
JONAS DIAS,KARY A. C. S. OCAÑA,1
ADRIANO C. M. PEREIRA,TIAGO RODRIGUES,1
JONATHAN MARTINS,RENATA GALANTE,1
JONATHAN MARTINS,SERIGNE K. MBAYE,1
JONATHAS G. D. HARB,KARIN BECKER,1
JONATHAS G. D. HARB,RÉGIS EBELING,1
JONICE DE OLIVEIRA SAMPAIO,JORGE ZAVALETA,1
JONICE DE OLIVEIRA SAMPAIO,MARCUS VINICIUS FERREIRA GONÇALVES,1
JONICE DE OLIVEIRA SAMPAIO,MARTA MATTOSO,1
JONICE DE OLIVEIRA SAMPAIO,SÉRGIO MANUEL  SERRA DA CRUZ,1
JONICE DE OLIVEIRA SAMPAIO,TATIANE LIMA DA SILVA,1
JONICE DE OLIVEIRA SAMPAIO,VANESSA BRAGANHOLO,1
JORDÃO ARAÚJO,LEANDRO BALBY MARINHO,1
JORDÃO ARAÚJO,THOMAS SANDHOLM,1
JORGE AUGUSTO MEIRA,MARCOS DIDONET DEL FABRO,1
JORGE AUGUSTO MEIRA,PATRICK VALDURIEZ,1
JORGE AUGUSTO MEIRA,RICARDO GONÇALVES COELHO,1
ADRIANO C. M. PEREIRA,VIRGÍLIO ALMEIDA,1
JORGE FRANCISCO CUTIGI,PAULO HENRIQUE RIBEIRO,1
JORGE FRANCISCO CUTIGI,RODRIGO HENRIQUE RAMOS,1
JORGE PÉREZ,JUAN REUTTER,1
JORGE PÉREZ,LORETO BRAVO,1
JORGE PÉREZ,M. ANDREA RODRIGUEZ,1
JORGE PÉREZ,MARCELO ARENAS,1
JORGE PÉREZ,PABLO BARCELÓ,1
JORGE ZAVALETA,MARCUS VINICIUS FERREIRA GONÇALVES,1
JORGE ZAVALETA,SÉRGIO MANUEL  SERRA DA CRUZ,1
JOSE F. RODRIGUES-JR,LUCAS C. SCABORA,1
JOSE F. RODRIGUES-JR,PAULO H. OLIVEIRA,1
JOSIANE RODRIGUES,MARCO A. CRISTO,1
JOSUÉ TTITO,JOSÉ TALAVERA,1
JOSUÉ TTITO,LEWIS MCGIBBNEY,1
JOSUÉ TTITO,RENATO MARROQUÍN,1
JOSUÉ TTITO,SÉRGIO LIFSCHITZ,1
JOSÉ AMILTON MOURA ACIOLI FILHO,MAXWELL GUIMARÃES DE OLIVEIRA,1
ADRIANO RIVOLLI,ANDRÉ CARLOS PONCE DE LEON FERREIRA DE CARVALHO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,JÚLIO A. TAVARES,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,LUCIANO BARBOSA,1
ADRIANO RIVOLLI,LUÍS P. F. GARCIA,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,MANOEL SIQUEIRA,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,MARCELO TILIO M. DE CARVALHO,1
ADRIANO RIVOLLI,PEDRO B. PIO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,MARIO A. NASCIMENTO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,MATHEUS XAVIER SAMPAIO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,PAULO ANTONIO LEAL REGO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,PAULO T. GUERRA,1
ADRIANO VELASQUE WERHLI,KARINA DOS SANTOS MACHADO,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,RONILDO OLIVEIRA DA SILVA,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,SIMONE D. J. BARBOSA,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,SÉRGIO LIFSCHITZ,1
ADRIANO VELOSO,ALTIGRAN SOARES DA SILVA,1
JOSÉ ANTÔNIO FERNANDES DE MACEDO,VALÉRIA CESÁRIO TIMES,1
ADRIANO VELOSO,BERTHIER RIBEIRO-NETO,1
JOSÉ CAMATA,MARCOS VINICIUS NAVES BEDO,1
JOSÉ CAMATA,MARTA MATTOSO,1
JOSÉ CAMATA,THAYLON GUEDES,1
JOSÉ CAMATA,VÍTOR SILVA,1
JOSÉ DE AGUIAR MORAES FILHO,JÚLIO A. TAVARES,1
JOSÉ F. DE S. FILHO,MARCELO DE C. CARDOSO,1
JOSÉ F. DE S. FILHO,SÁVIO S. T. DE OLIVEIRA,1
JOSÉ F. DE S. FILHO,SÉRGIO T. CARVALHO,1
JOSÉ F. DE S. FILHO,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
JOSÉ FERNANDO RODRIGUES JUNIOR,JOÃO VICTOR DE OLIVEIRA NOVAES,1
JOSÉ FERNANDO RODRIGUES JUNIOR,NATALIA DE FATIMA MARTINS,1
JOSÉ FERNANDO RODRIGUES JUNIOR,ROBSON LEONARDO FERREIRA CORDEIRO,1
JOSÉ FRANCISCO FERREIRA RIBEIRO,MARCOS EVANDRO CINTRA,1
JOSÉ FRANCISCO FERREIRA RIBEIRO,ODACIR ALMEIDA NEVES,1
JOSÉ LUÍS BRAGA,JUGURTA LISBOA FILHO,1
JOSÉ LUÍS BRAGA,KARLA ALBUQUERQUE DE VASCONCELOS BORGES,1
JOSÉ LUÍS BRAGA,MARCUS VINÍCIUS ALVIM ANDRADE,1
JOSÉ MARIA MONTEIRO,JOÃO LOUREIRO,1
JOSÉ MARIA MONTEIRO,JOÃO PAULO PORDEUS,1
JOSÉ MARIA MONTEIRO,JÚLIO A. TAVARES,1
ADRIANO VELOSO,EDLENO SILVA DE MOURA,1
JOSÉ MARIA MONTEIRO,MARCOS VINICIUS NAVES BEDO,1
ADRIANO VELOSO,HUMBERTO MOSSRI,1
JOSÉ MARIA MONTEIRO,RENATO JAVIER M. MOGROVEJO,1
ADRIANO VELOSO,ITAMAR HATA,1
JOSÉ S. COSTA FILHO,LEONARDO O. MOREIRA,1
JOSÉ SOLENIR LIMA FIGUERÊDO,RENATA FREITAS ARAÚJO-CALUMBY,1
ADRIANO VELOSO,LOÏC CERF,1
JOSÉ TALAVERA,LEWIS MCGIBBNEY,1
JOSÉ TALAVERA,RENATO MARROQUÍN,1
JOSÉ TALAVERA,SÉRGIO LIFSCHITZ,1
JOUBERT DE CASTRO LIMA,RODRIGO ROCHA SILVA,1
JOÃO AUGUSTO FERNANDES BARBOSA,ROBSON LEONARDO FERREIRA CORDEIRO,1
JOÃO B. ROCHA-JUNIOR,JOÃO PAULO DIAS DE ALMEIDA,1
JOÃO CARLOS PEREIRA SILVA,MARIA CLÁUDIA CAVALCANTI,1
JOÃO CARLOS PEREIRA SILVA,MARIA LUIZA MACHADO CAMPOS,1
JOÃO CARLOS PEREIRA SILVA,VIVIAN SANTOS SILVA,1
JOÃO DAVID FREITAS,RAFAEL BOMFIM,1
JOÃO EDUARDO FERREIRA,JOÃO MARCELO BOROVINA JOSKO,1
ADRIANO VELOSO,PEDRO H. CALAIS GUERRA,1
JOÃO EDUARDO FERREIRA,LEONARDO TADASHI KAMAURA,1
JOÃO EDUARDO FERREIRA,LUCIANO V. ARAÚJO,1
JOÃO EDUARDO FERREIRA,MARCELA O. GARCIA,1
JOÃO EDUARDO FERREIRA,MÁRCIO K. OIKAWA,1
JOÃO EDUARDO FERREIRA,PEDRO L. TAKECIAN,1
JOÃO FELIPE PIMENTEL,VANESSA BRAGANHOLO,1
JOÃO FELIPE PIMENTEL,VITOR GAMA LEMOS,1
JOÃO FOSCARINI,LOÏC CERF,1
JOÃO FOSCARINI,MICHEL BOAVENTURA,1
JOÃO FOSCARINI,WAGNER MEIRA JR.,1
JOÃO GONÇALVES,KARY A. C. S. OCAÑA,1
JOÃO GONÇALVES,MARTA MATTOSO,1
JOÃO L. G. ROSA,LIANG ZHAO,1
